Name,Age,Gender,Hours_Studied,IQ,Physics_Marks,Math_Marks,Chemistry_Marks,Has_Part_Time_Job,Study_Hours_Group
Michael Lee,23,Male,8.210164022,137,83,67,45,FALSE,High
Chase Shelton,25,Female,7.658454701,112,49,66,42,TRUE,High
Angela Rogers,33,Male,4.933070933,113,82,48,79,FALSE,Low
David Ryan,34,Male,5.43473187,91,93,50,41,FALSE,High
Diana Bailey,38,Male,7.708812721,117,98,70,89,FALSE,High
John Edwards,45,Male,1.802694154,88,91,89,72,FALSE,Low
Alexis Santos,23,Female,2.819782712,110,77,77,51,FALSE,Low
Brendan Vega,44,Male,9.781477964,96,74,43,100,FALSE,High
Amanda Bonilla,18,Male,9.121528047,99,58,84,93,TRUE,High
Bonnie Bell,34,Male,8.939471387,111,89,65,74,FALSE,High
Bryan Knight,32,Male,3.133402494,120,91,47,61,FALSE,Low
David Murphy,21,Female,6.843769204,107,50,73,63,TRUE,High
Jennifer Figueroa,20,Male,9.909273496,150,66,96,72,FALSE,High
Renee Hart,39,Female,1.408318905,89,71,77,78,FALSE,Low
Robert Ball,44,Male,4.799823224,107,79,99,71,FALSE,Low
Hannah Norton,36,Female,9.684202716,124,81,74,74,TRUE,High
Scott Wright,22,Male,9.137130547,99,82,44,64,TRUE,High
Jonathan Scott,34,Male,4.007015182,136,91,76,87,TRUE,Low
Yvonne Johnson,30,Female,5.16131429,137,44,84,74,TRUE,High
Edward Black,26,Female,1.75025146,94,96,66,87,TRUE,Low
Stephen Duffy,19,Female,6.505300496,140,46,44,40,FALSE,High
Michael Mayer,27,Male,2.642202761,121,46,69,62,TRUE,Low
Patty Miller,30,Male,3.079375838,96,76,44,93,FALSE,Low
Aaron Sanford,32,Female,6.187768043,91,62,93,92,FALSE,High
Carol Bolton DDS,44,Female,4.719144676,124,100,100,91,FALSE,Low
Jake Mcdonald,30,Female,9.416550697,143,90,48,51,TRUE,High
Christina Walton,20,Male,8.165931496,84,77,67,58,TRUE,High
John Lambert,24,Female,2.470397795,92,50,77,89,FALSE,Low
Shelley Spears,21,Male,7.551000716,90,81,65,56,TRUE,High
Michael Reilly,35,Female,8.94230731,111,79,97,65,FALSE,High
Wayne Davis,32,Male,7.832779219,91,52,80,69,TRUE,High
Marvin Mueller,18,Male,9.402714819,99,95,81,74,TRUE,High
William Gibson,35,Male,5.98154796,109,56,51,84,FALSE,High
Kathy Turner,28,Female,5.301669534,125,54,63,71,FALSE,High
Amanda Hobbs,34,Male,5.97117189,109,86,94,100,TRUE,High
Steven Myers,27,Male,6.638002145,80,82,42,75,TRUE,High
Joshua Barr,45,Male,3.53427579,127,87,48,91,TRUE,Low
Ashley Mckay,28,Female,4.961245126,116,56,52,42,FALSE,Low
Matthew Frederick,28,Male,9.710729294,97,88,70,73,TRUE,High
Brandon Evans,39,Female,9.114541034,116,58,58,77,FALSE,High
Amy White,28,Female,5.470917711,81,79,73,80,FALSE,High
Tara Bailey,32,Female,6.585897194,138,65,81,70,TRUE,High
Kevin Kelly,37,Male,7.614855033,142,47,77,96,TRUE,High
Anthony Robinson,42,Male,2.709553864,115,57,94,82,FALSE,Low
Noah Collins,36,Female,9.464398181,81,80,76,97,FALSE,High
Todd Ochoa,38,Male,5.174585679,140,45,70,67,FALSE,High
Justin Gill,30,Male,2.248087643,126,81,42,92,TRUE,Low
Joseph Shaw,22,Female,9.602579932,94,47,88,65,TRUE,High
Amber Wallace,40,Female,7.330948481,134,46,94,75,TRUE,High
Diana Hughes,32,Female,6.163416106,95,58,48,48,FALSE,High
Sarah Smith,38,Female,3.817310392,124,60,87,58,TRUE,Low
Lee Andrews,24,Male,9.462617478,91,83,52,44,FALSE,High
Edgar Gibson,29,Female,5.050028975,95,92,89,83,FALSE,High
Julie Hill,21,Male,3.554857017,92,88,82,60,TRUE,Low
Brandi Daniels,19,Male,2.220041765,117,60,64,69,TRUE,Low
Samuel Jackson,19,Male,9.97644019,90,94,40,60,TRUE,High
Russell Keith,30,Male,4.341063887,136,82,71,59,TRUE,Low
Melanie Mendoza,19,Female,2.241456544,148,86,49,68,FALSE,Low
Brianna Guerra,41,Female,1.767868788,107,46,72,80,TRUE,Low
Amy Matthews,31,Male,1.082467517,100,85,71,91,FALSE,Low
Daniel Cooke,31,Male,7.684953649,106,97,78,73,TRUE,High
Antonio Suarez,19,Female,3.748827264,129,80,46,67,FALSE,Low
Johnny Saunders,44,Female,6.259259203,143,77,75,80,FALSE,High
Brooke Ray,38,Male,9.961475317,136,45,52,86,TRUE,High
Hunter Munoz,33,Female,3.23440846,138,78,45,84,TRUE,Low
Ryan Hall DDS,35,Male,8.256709573,126,81,40,64,TRUE,High
Melanie Lopez,20,Female,3.764602127,103,51,82,56,FALSE,Low
Elizabeth Gonzalez,38,Male,9.804743757,82,64,59,57,FALSE,High
David Owen,37,Male,7.286947759,137,63,44,96,TRUE,High
Patrick Parker,23,Male,5.974791681,109,98,85,72,FALSE,High
Tanya Hernandez,18,Male,1.411601711,87,56,93,92,FALSE,Low
Mrs. Amber Harrell,26,Female,4.366472263,103,84,96,96,TRUE,Low
Alexandra Moss,38,Female,1.21788927,103,62,61,98,FALSE,Low
Andrew Green,32,Male,3.952399451,83,73,76,65,TRUE,Low
Judy Williams,36,Female,3.157015879,146,67,56,69,FALSE,Low
Amber Williams,43,Male,2.86912771,137,55,46,80,TRUE,Low
Rachel Warren,44,Male,5.665695451,126,92,41,57,FALSE,High
Mary Dean,38,Male,8.661061385,128,90,98,81,FALSE,High
Jonathon Graves,27,Male,5.135788973,121,86,44,99,TRUE,High
Michael Williams,41,Male,6.517156197,108,63,88,91,TRUE,High
Angela Young,35,Female,5.261639742,83,96,43,54,FALSE,High
Nicole Horn,30,Male,7.842571244,100,83,91,81,FALSE,High
Tracy Torres,44,Male,1.856503384,97,66,78,69,FALSE,Low
Nicholas Sims,33,Female,8.896966937,92,51,94,85,TRUE,High
Dylan Meyers,39,Male,1.78487721,104,77,92,48,TRUE,Low
Carlos Matthews,28,Male,1.930643878,92,77,75,66,FALSE,Low
Jacob Williams,25,Female,3.399179126,142,67,65,43,FALSE,Low
Monique Jordan,44,Female,9.662708838,148,50,65,47,TRUE,High
Maria Levy,23,Male,3.412783406,143,41,69,97,FALSE,Low
James Jones,40,Female,8.293959215,142,71,81,86,FALSE,High
Melody Sanders,45,Male,9.391659921,146,81,57,43,TRUE,High
Daniel Gordon,20,Male,5.68804049,122,81,100,84,TRUE,High
Larry Wilson,41,Female,6.615820153,134,91,88,63,TRUE,High
Brianna Steele,45,Male,4.704780713,117,93,91,68,TRUE,Low
Glenn Galloway,20,Male,1.00245223,141,81,70,93,FALSE,Low
Katherine Tran,19,Male,5.873948693,128,57,61,99,FALSE,High
Sarah Murphy,19,Female,3.195918486,102,60,44,90,TRUE,Low
Gabriella Hernandez,26,Female,2.435589314,83,40,83,79,FALSE,Low
Daniel Haney,41,Male,1.852667852,90,44,57,68,FALSE,Low
John Jackson,34,Male,5.104545867,108,75,85,41,TRUE,High
Theresa Thompson,40,Female,4.154424358,136,82,59,49,TRUE,Low
Wanda Thompson,18,Male,2.242826906,93,42,91,52,FALSE,Low
David Richards,27,Female,7.746419608,100,53,100,77,TRUE,High
Douglas Jones,23,Female,8.040581777,115,76,63,82,FALSE,High
Christopher Tanner,45,Female,5.749591644,92,99,85,61,TRUE,High
David Buckley,29,Male,1.664267366,91,67,78,94,TRUE,Low
Larry Kim,44,Male,5.666579365,91,86,41,63,FALSE,High
Robert Strickland,19,Male,5.940682166,147,58,90,76,FALSE,High
Brooke Miller,43,Female,8.827019679,115,96,49,85,TRUE,High
Dominique Mitchell,38,Male,6.130019835,104,88,58,47,TRUE,High
Jason Knox,22,Male,9.112068245,94,100,77,53,FALSE,High
Kyle Wallace,32,Male,8.508538092,87,62,62,61,TRUE,High
Micheal Thomas,27,Female,2.239660915,127,60,85,94,TRUE,Low
Shawn Novak,44,Female,1.245233141,81,41,42,85,TRUE,Low
David Hahn,23,Female,7.50659493,130,69,45,64,FALSE,High
Ricky Allen,28,Female,1.971820879,146,82,72,62,TRUE,Low
Robert Mitchell,27,Female,3.473366294,142,83,44,92,TRUE,Low
Victoria Hernandez,34,Female,3.000240488,147,54,63,40,FALSE,Low
Steven Thompson,27,Female,9.785323188,106,81,77,54,FALSE,High
Richard Hoffman,32,Female,7.470407188,123,97,97,54,FALSE,High
Jasmine Cannon,24,Male,5.258616037,99,56,93,41,FALSE,High
Richard Price,28,Male,2.572507589,140,61,70,66,FALSE,Low
Andrew Marshall,22,Male,2.016260213,138,100,45,98,TRUE,Low
Taylor Olson,24,Female,4.18603345,81,56,47,83,TRUE,Low
Todd Alvarez,25,Female,3.210036909,82,83,72,65,FALSE,Low
Donna Green,40,Female,9.265169403,124,97,84,82,FALSE,High
Morgan Johnson,29,Male,8.920096669,149,81,69,98,TRUE,High
Denise Franklin,22,Female,4.015430583,86,69,47,86,TRUE,Low
Thomas Bell,39,Female,9.110470626,110,81,47,85,TRUE,High
Billy Glenn,29,Female,2.038980449,113,40,93,90,FALSE,Low
Mark Foster,18,Female,8.364585913,147,93,51,95,TRUE,High
Charles Graham,19,Female,9.310131915,93,43,47,70,TRUE,High
William Butler,20,Female,1.912483259,99,91,69,63,TRUE,Low
Dakota Suarez,32,Female,4.561209858,87,62,56,59,TRUE,Low
Chad Rice,29,Male,4.548440803,107,89,93,48,FALSE,Low
Jonathan Hendrix III,23,Female,7.809369208,83,53,85,51,FALSE,High
Melanie Fuller,25,Male,5.44515264,94,81,57,86,FALSE,High
Sarah Chung,37,Male,7.148539575,132,43,62,41,FALSE,High
Cynthia Powell,39,Male,9.290970914,133,63,48,68,FALSE,High
Matthew Powers,40,Male,3.874989226,95,54,88,70,TRUE,Low
Henry Nelson,29,Male,9.564712475,110,92,59,55,TRUE,High
Felicia Jones,19,Female,4.822913441,113,49,100,96,FALSE,Low
Gary Arias,21,Male,3.693427081,120,71,46,40,TRUE,Low
Samuel Mcdonald,23,Female,2.881448481,89,69,93,98,TRUE,Low
Scott Little,35,Male,4.485129174,115,50,74,40,FALSE,Low
Jeremy Roberson,19,Female,6.805765749,110,69,68,82,TRUE,High
Jennifer Thompson,22,Male,3.038216808,121,53,78,83,FALSE,Low
Scott Munoz,42,Male,4.404510584,90,51,84,93,TRUE,Low
Angela Mitchell,27,Female,2.360139917,90,58,73,76,TRUE,Low
Kristin Jones,28,Male,1.971911581,144,92,40,63,FALSE,Low
Rebecca Henderson,19,Male,6.573654838,102,90,96,67,FALSE,High
Jody Phillips,42,Male,6.873384013,137,82,56,80,FALSE,High
Chad Young,32,Female,6.794903041,90,87,76,45,TRUE,High
Robert Schwartz,41,Female,6.225565007,110,50,78,65,FALSE,High
Jason Shaw,27,Male,4.87866117,145,85,77,65,TRUE,Low
Candice Hopkins,26,Female,1.397569406,99,67,89,48,FALSE,Low
Christopher Forbes,40,Male,6.601129871,125,84,45,68,TRUE,High
John Hernandez,39,Male,5.315533361,93,78,63,75,FALSE,High
Jonathan Pham,28,Female,6.739153952,146,69,88,49,FALSE,High
Ashley Walker DDS,45,Male,6.709674988,95,87,84,42,FALSE,High
Wayne Shields,31,Female,3.64447205,103,55,95,83,TRUE,Low
Marissa Conley,22,Male,5.795769491,116,97,49,88,FALSE,High
Jennifer Daniels,38,Female,7.30317329,93,47,93,47,FALSE,High
Amber Hunt,42,Male,8.276652641,146,92,53,43,TRUE,High
Samantha Welch,29,Female,7.016806068,115,92,47,65,TRUE,High
Dr. Cristina Vance DVM,28,Female,2.271430684,90,46,71,94,FALSE,Low
Brenda Matthews,21,Female,8.587626458,144,80,59,99,FALSE,High
Robyn Cole,36,Female,9.737921762,126,78,91,69,FALSE,High
Jeffrey Hopkins,35,Male,4.746270973,148,45,83,91,FALSE,Low
Parker Young,35,Female,9.859726099,93,69,65,86,FALSE,High
Lori Stewart,35,Female,9.385448443,94,92,74,48,TRUE,High
Andrew Porter,34,Male,2.931330849,87,42,84,82,TRUE,Low
Stephen Jones,25,Male,3.904050526,101,99,87,53,TRUE,Low
Justin Garcia,24,Female,7.890292278,80,46,78,82,TRUE,High
Emily Palmer,18,Female,2.921657659,94,79,75,97,FALSE,Low
Dr. Timothy Bradshaw,28,Male,3.304625625,145,62,43,61,FALSE,Low
Timothy Wright,32,Female,4.857546027,139,86,66,84,FALSE,Low
Daniel Gordon,39,Male,2.236988717,141,67,61,48,FALSE,Low
Melissa Martinez MD,31,Female,1.684093669,116,75,86,93,TRUE,Low
Sharon Carter,40,Male,3.546835812,86,43,50,47,FALSE,Low
James Newton,29,Male,9.729558322,110,43,72,76,FALSE,High
John Dodson,32,Male,6.987516616,80,88,86,78,FALSE,High
Miranda Nunez,35,Male,9.830222855,146,85,70,54,FALSE,High
Joseph Delgado,18,Female,1.900889174,111,46,50,70,FALSE,Low
Alan Gardner,18,Male,8.565256308,85,77,61,56,TRUE,High
Joshua Gonzalez,34,Female,9.879886022,144,89,88,73,TRUE,High
Autumn Rubio,34,Male,7.568535999,102,72,62,47,FALSE,High
Justin Castaneda,24,Female,6.830401065,143,52,69,75,FALSE,High
Courtney Torres,27,Female,6.198314619,142,88,70,94,TRUE,High
Juan Smith,36,Female,3.016532343,97,99,98,65,TRUE,Low
Gary Henry,21,Male,3.200107496,85,67,95,100,TRUE,Low
Wayne Robinson,31,Male,8.199956463,141,87,75,84,FALSE,High
Holly Gilbert,34,Male,3.761675852,119,60,50,63,FALSE,Low
Judy Pham,18,Female,7.24598339,90,52,76,53,TRUE,High
John Rodriguez,42,Male,1.01349214,87,66,42,99,TRUE,Low
Elizabeth Bender,35,Male,9.695306319,139,94,92,41,TRUE,High
Natasha Mcdaniel,18,Female,1.880017771,102,48,46,41,FALSE,Low
Matthew Perez,43,Female,2.106089396,84,86,88,89,FALSE,Low
Cameron Jones,43,Female,2.474219687,125,40,89,46,FALSE,Low
Michelle Williams,45,Female,7.899791067,118,79,85,84,FALSE,High
Haley Elliott,32,Female,9.048984678,107,70,87,89,TRUE,High
Mark Morris,38,Male,3.163807113,112,69,99,60,FALSE,Low
Ann Edwards,37,Female,4.292580377,97,99,70,59,TRUE,Low
Edward Chen,23,Female,8.291596506,135,92,56,91,FALSE,High
Bryan Sanchez,36,Female,3.506674686,91,48,43,63,TRUE,Low
Kelly Watson,23,Female,3.413445572,121,76,56,59,TRUE,Low
Adam Roberts,24,Female,2.085621105,88,56,48,62,TRUE,Low
Melanie Rivera,32,Male,7.823674207,89,45,81,91,FALSE,High
Michael Smith,34,Male,3.761998953,82,94,53,76,TRUE,Low
Ashley Baker,37,Male,7.637115994,138,56,72,49,FALSE,High
John Anderson,35,Male,7.598795872,122,41,93,82,TRUE,High
Peggy Herrera,27,Female,9.651817284,87,89,53,79,FALSE,High
Joanna Jacobs,41,Male,2.728195442,130,58,50,55,TRUE,Low
Allen Patterson,31,Female,1.223104298,87,68,70,72,FALSE,Low
James Martinez,30,Female,1.903745772,96,46,63,68,FALSE,Low
Kimberly Clark,38,Male,5.649424591,112,44,100,86,TRUE,High
Christopher Wilson,26,Male,3.230708879,99,55,99,76,TRUE,Low
Hector Smith,36,Female,3.480089819,92,69,87,91,FALSE,Low
Eric James,30,Female,1.650527613,122,80,96,85,TRUE,Low
John Lyons,25,Male,5.997524912,88,63,47,79,FALSE,High
Nancy Riley,33,Male,8.847639496,111,72,88,40,FALSE,High
Madeline Gray,19,Female,1.55182426,118,72,90,81,FALSE,Low
Meghan Hobbs,43,Male,5.839910539,141,45,97,90,TRUE,High
Brooke Gray,35,Female,9.31195313,149,43,57,100,TRUE,High
Jennifer King,42,Male,6.887023574,106,62,82,65,FALSE,High
Amanda Reid,44,Female,5.764570521,116,45,94,57,FALSE,High
Manuel Tate,29,Female,1.117877499,124,74,56,64,TRUE,Low
David Ross,40,Male,8.326447061,120,94,78,76,TRUE,High
Andrew Lopez Jr.,18,Male,3.824350397,108,57,88,45,FALSE,Low
Kyle Arnold,25,Female,3.151696281,101,60,76,54,FALSE,Low
Miss Alison Andersen,21,Male,8.240135685,86,77,80,83,FALSE,High
Diana Gonzales,27,Male,5.200772056,141,60,40,53,FALSE,High
Heidi Blackburn,28,Male,9.791602605,115,44,56,54,TRUE,High
Suzanne Cooper,27,Male,7.241894065,126,90,96,92,TRUE,High
Briana Holmes,25,Female,2.66217384,127,93,46,46,TRUE,Low
Danielle Robbins,25,Male,8.034602473,112,70,44,69,TRUE,High
Stephen Bender,39,Female,4.047669057,122,72,92,48,FALSE,Low
Michael Boyer,26,Female,5.631874371,109,42,79,94,TRUE,High
Charles Rice,43,Male,7.578619876,130,60,63,65,TRUE,High
Paul Jones,27,Female,4.876337442,89,90,62,62,TRUE,Low
Christopher Blankenship,20,Male,8.497556559,123,47,96,57,FALSE,High
Charles Robinson,31,Male,1.926739278,115,45,58,54,FALSE,Low
Karen Gonzalez,22,Female,5.392695974,102,51,50,77,TRUE,High
Julie Doyle,30,Female,8.350197006,98,48,50,53,FALSE,High
George Douglas,22,Male,5.579598403,150,90,75,68,FALSE,High
Barbara Lane,30,Male,9.159969425,99,92,43,47,TRUE,High
Kristin Powell,25,Male,1.993515782,87,71,42,90,TRUE,Low
Barbara Murphy,19,Female,4.94109847,113,43,64,78,TRUE,Low
Dale Myers,31,Female,8.65571885,90,82,46,63,TRUE,High
Kimberly Hogan,38,Male,3.611089125,93,90,71,73,FALSE,Low
Randy Williamson,35,Male,2.626793353,122,71,91,77,TRUE,Low
Michelle Sanchez,34,Female,1.924402891,90,54,48,48,TRUE,Low
Cindy Shepherd,41,Female,8.420085361,126,97,41,91,TRUE,High
Jennifer Arnold,41,Female,6.724717477,123,89,69,43,FALSE,High
Matthew Barrera,21,Female,8.945388837,121,87,47,70,FALSE,High
Anthony Estrada,30,Female,7.933803718,129,41,57,78,TRUE,High
Rhonda Davis,25,Male,2.808099725,103,73,45,63,FALSE,Low
John Robinson,30,Female,5.12554747,134,69,65,50,TRUE,High
Melissa White,32,Male,7.782465494,103,42,74,86,FALSE,High
Brenda Moore,29,Female,7.828122715,100,47,93,49,TRUE,High
Austin Watson,28,Male,5.405113537,92,96,85,68,TRUE,High
Theresa Moore,24,Male,8.452106115,125,67,78,55,TRUE,High
Renee Nash,26,Male,7.295722357,107,100,79,87,TRUE,High
Anna Levy,21,Female,1.833087255,99,84,50,89,FALSE,Low
Emily Davies,45,Female,5.141672911,91,100,40,73,FALSE,High
Bonnie Dunn,38,Male,4.899275413,113,93,87,42,FALSE,Low
Darius Scott,42,Male,6.424700941,142,78,90,77,FALSE,High
Mr. Jeffrey Henderson,44,Male,2.230369655,125,69,44,44,FALSE,Low
Kimberly Perez,26,Female,6.010258012,101,70,83,53,TRUE,High
Robert Burns,18,Male,9.597872445,141,40,57,97,TRUE,High
Katherine Brown,27,Female,4.128865786,110,73,100,42,TRUE,Low
Sheri Hansen,31,Male,5.762903498,101,89,63,99,FALSE,High
Larry Lopez,38,Female,6.223852541,80,61,72,41,FALSE,High
David Cobb,28,Female,3.091639742,140,49,83,78,TRUE,Low
Charles Hall,43,Female,1.391757606,95,65,94,86,FALSE,Low
Michael Compton MD,30,Female,9.644116093,91,100,53,56,TRUE,High
Ernest Woods,25,Male,4.869290707,127,72,59,71,FALSE,Low
Christopher Harris,21,Female,1.775240938,118,52,43,60,TRUE,Low
Brittany Russell,44,Male,6.296917302,104,63,57,73,TRUE,High
Ashley Baker,38,Female,1.878888782,142,65,96,76,FALSE,Low
Dennis Dyer,38,Female,3.352113138,121,75,75,66,TRUE,Low
Jeffrey Walsh,29,Male,4.89410237,135,97,54,95,FALSE,Low
John Bell,34,Male,5.829433851,108,93,52,71,FALSE,High
Heather Fox,34,Female,8.253056812,106,47,94,47,FALSE,High
Kevin Anderson,25,Male,5.51088662,102,61,58,79,TRUE,High
Sean Smith,24,Male,7.662522622,107,51,51,76,TRUE,High
Lisa Fernandez,25,Male,7.894885461,119,47,46,97,TRUE,High
Jeremy Baldwin,23,Female,7.490077378,131,95,79,40,FALSE,High
Allen Riley,30,Female,4.721504328,141,53,49,88,TRUE,Low
Marisa Mclean DDS,21,Female,3.809659459,85,69,68,49,FALSE,Low
Mark Martin,40,Male,6.396717967,102,74,79,48,FALSE,High
Ellen Ward,42,Female,2.716992866,99,99,60,76,TRUE,Low
Austin Fritz,22,Female,8.338832665,132,46,81,48,TRUE,High
Kevin Williams,35,Male,7.487254548,131,53,81,75,TRUE,High
Kelly Blair,37,Male,2.540496968,142,69,82,63,FALSE,Low
Amanda Simmons,21,Male,9.762635563,141,74,57,82,TRUE,High
Richard Morrow,22,Male,8.82998985,111,59,62,90,TRUE,High
Michael Brown,43,Female,6.379491265,108,67,56,96,TRUE,High
Jamie Copeland,34,Male,1.951865749,90,51,46,100,TRUE,Low
Kathy Fletcher,41,Male,7.307710922,111,69,62,66,FALSE,High
Ashley Lee,41,Male,1.401740112,139,85,47,72,TRUE,Low
Casey Moore,21,Female,7.884060864,144,96,78,69,FALSE,High
Holly Fitzgerald,25,Female,7.898278327,84,77,67,95,TRUE,High
Scott Brooks,39,Male,3.674433707,97,72,90,94,FALSE,Low
Phillip Stanley,37,Female,4.889220445,130,93,46,75,FALSE,Low
Carrie Collins,33,Female,4.218323536,98,86,82,73,FALSE,Low
Francisco Fields,39,Male,6.258556071,85,85,84,89,FALSE,High
Erik Rosales,43,Female,3.773388744,148,68,69,46,FALSE,Low
Dawn Barrett,31,Female,3.459233085,117,98,79,51,TRUE,Low
Robert Ward,20,Female,6.224418292,139,44,49,43,TRUE,High
Tyler Clark,30,Female,1.402816649,127,61,57,56,TRUE,Low
Daniel Zamora,27,Male,7.148329913,123,46,63,67,FALSE,High
Steven Hopkins,43,Female,5.222621382,117,66,52,68,TRUE,High
Rebecca Jimenez,37,Female,5.440536062,113,95,77,80,FALSE,High
Nicole Jones,23,Male,7.160542063,99,96,74,58,FALSE,High
Denise Reed,34,Male,2.406176768,131,79,68,93,TRUE,Low
Stephen Moore,44,Male,2.320871682,84,66,45,56,FALSE,Low
Bryan Hicks,39,Female,4.805233319,143,57,86,75,FALSE,Low
Carlos Bates,32,Male,6.810288868,99,69,93,44,TRUE,High
Aaron Martin,43,Male,6.846526303,146,96,65,66,FALSE,High
Jonathan Cortez,30,Male,1.40985301,125,93,89,85,FALSE,Low
Dana Reynolds,22,Female,3.76134593,112,50,70,49,TRUE,Low
Tyler Peterson,30,Female,4.155598025,119,54,41,42,TRUE,Low
Matthew Sullivan,42,Female,8.968563394,98,47,65,56,TRUE,High
Joshua Hodges,18,Male,6.280330155,82,55,95,40,TRUE,High
Elizabeth Wolf,34,Male,7.694786724,98,57,65,63,FALSE,High
Jennifer Wright,20,Female,7.842796172,118,94,84,97,FALSE,High
Rita Mitchell,22,Female,9.19488891,147,78,47,72,FALSE,High
Jonathan Brown,41,Male,5.078540587,119,53,57,72,TRUE,High
Jessica Knox,45,Female,1.142164106,150,88,63,86,TRUE,Low
Larry Kim,39,Male,1.590790645,116,94,45,66,TRUE,Low
Lauren Lee,36,Female,7.90383788,116,84,48,91,TRUE,High
Frank Kaiser,40,Male,2.907678823,121,66,81,68,FALSE,Low
Shirley Gonzalez,36,Female,5.581769774,127,46,85,76,FALSE,High
Eileen Bailey,18,Female,4.950100805,109,49,85,91,FALSE,Low
Sarah Mathews,28,Male,2.127924669,126,88,92,91,FALSE,Low
Kimberly Taylor,36,Female,7.304310095,100,68,72,44,TRUE,High
Miranda Elliott,41,Male,2.060647286,133,71,54,45,FALSE,Low
Lawrence Lynch,24,Female,4.438954222,150,58,71,50,TRUE,Low
Connie Shaw,30,Female,6.048170024,127,68,60,74,TRUE,High
Andrew Williams,32,Female,7.116472849,123,87,81,86,FALSE,High
Pamela Jones,24,Female,3.335954479,96,89,43,83,FALSE,Low
Nicholas White,40,Male,6.939323701,109,53,69,78,FALSE,High
Kari Allen,35,Female,9.42244626,119,97,96,79,TRUE,High
Katelyn Allen,32,Female,1.877538215,144,50,60,63,FALSE,Low
Taylor Hall,30,Male,9.241588446,87,77,78,51,TRUE,High
Melissa Clark,29,Male,9.321275892,99,74,46,80,FALSE,High
John Burke,31,Female,8.758139229,86,96,84,48,TRUE,High
Tyrone Holmes,35,Male,9.093866905,124,43,96,69,TRUE,High
Joseph Porter,37,Male,1.864785667,134,76,40,43,FALSE,Low
Victoria Proctor,26,Female,4.315075496,133,81,72,63,FALSE,Low
Diane Hoover,31,Female,3.703663793,128,55,56,96,TRUE,Low
Carla Liu,32,Female,1.929828529,107,45,91,41,FALSE,Low
Shelia Perez,43,Male,4.691211521,131,68,57,49,FALSE,Low
Patrick Hansen,31,Male,7.83376559,95,71,72,58,TRUE,High
Adam Castaneda,36,Female,7.299944678,118,96,55,69,FALSE,High
John Davis,27,Male,2.270410772,126,82,59,93,TRUE,Low
Michael Ellison,45,Female,8.40242047,86,48,56,59,TRUE,High
Jerry Cruz,39,Male,4.179201001,81,51,45,100,TRUE,Low
Shannon Rodriguez,26,Female,4.273575836,111,54,63,42,TRUE,Low
Sara Melton,21,Female,2.835071751,144,52,86,57,TRUE,Low
Jennifer Small,42,Female,2.472582849,112,51,59,87,TRUE,Low
Andrew Carey,44,Male,3.728520322,138,73,84,83,FALSE,Low
Andrew Washington,34,Female,9.644176343,90,42,50,45,FALSE,High
Thomas Villanueva,35,Female,7.110459049,135,44,70,93,TRUE,High
Jessica Powers,18,Female,5.373706241,146,84,43,46,FALSE,High
William Shaw,43,Male,1.082440129,83,60,87,42,FALSE,Low
Brian Barber,43,Female,4.70478405,100,43,71,48,FALSE,Low
Christopher Johnson,25,Female,4.776041688,121,100,60,83,FALSE,Low
Tara Sawyer,27,Female,9.911456377,121,40,66,51,FALSE,High
Michelle Rivera,41,Female,4.188948197,115,80,80,61,TRUE,Low
Megan Guerra,33,Female,6.078647867,98,46,50,83,FALSE,High
Kevin Thompson,20,Female,4.656233028,126,89,88,77,TRUE,Low
Shannon Stewart,25,Male,2.876015901,128,86,43,86,FALSE,Low
Andrea Stark,19,Female,4.656295763,117,61,45,51,FALSE,Low
Tiffany Brady,30,Male,4.556306751,90,92,65,65,FALSE,Low
Cory Miller,38,Male,6.066789386,90,71,65,44,FALSE,High
Kim Nichols,24,Female,4.276852123,143,43,57,97,TRUE,Low
Brady Hansen,27,Male,4.377190237,92,89,42,88,TRUE,Low
Theodore Ball,45,Female,2.403961244,97,79,64,81,TRUE,Low
Ashley Bell,19,Female,4.540130541,109,58,54,92,FALSE,Low
William Rogers,37,Female,2.487643526,140,60,52,100,TRUE,Low
Jamie Davis,40,Male,9.341766697,149,79,96,44,FALSE,High
Norma Baldwin,40,Female,6.082632955,98,89,82,88,TRUE,High
Jessica Gibson,41,Male,6.460231463,132,41,66,51,TRUE,High
James Ford,32,Male,4.293173543,143,68,90,54,TRUE,Low
Mrs. Jessica Smith,33,Female,8.494279279,137,70,57,92,TRUE,High
Timothy Brown,23,Male,7.543451045,99,78,99,51,FALSE,High
Brittany Young,36,Female,9.832286623,98,44,62,51,FALSE,High
Kimberly Golden,34,Female,3.573513345,82,79,69,64,FALSE,Low
Chad Knight,27,Female,2.17984229,101,78,46,65,FALSE,Low
David Molina,36,Female,3.249101522,117,43,86,42,FALSE,Low
Chelsea Brooks,37,Male,4.450974091,130,95,53,77,TRUE,Low
Seth Dawson,18,Female,8.585206705,102,100,64,89,TRUE,High
Jessica Nguyen,39,Female,3.090485663,143,54,47,78,TRUE,Low
Joseph Fitzgerald,43,Male,8.465959,145,95,91,50,FALSE,High
Tiffany Diaz,32,Female,9.835398852,82,44,42,91,FALSE,High
Michael Walters,27,Male,9.423322202,99,68,91,86,FALSE,High
Steve Flores,22,Male,4.661061226,148,45,51,64,TRUE,Low
Melissa Hall,21,Male,5.337382417,113,75,42,63,FALSE,High
